sample_id,duration_sec,speaking_rate_chars_per_min,pitch_mean_hz,pitch_variation_hz,silence_ratio,long_pause_count,volume_mean_rms,volume_variation_rms,delivery_score
ckmk_d_ict_f_n_321746,54.89,231.7,217.1,71.1,0.124,0,0.0476,0.0382,75
ckmk_d_ict_f_n_321748,58.14,229.1,223.4,71.7,0.147,0,0.0496,0.0422,72
ckmk_d_ict_f_n_321749,45.42,247.0,233.8,76.9,0.126,0,0.0517,0.0384,75
ckmk_d_ict_f_n_321750,61.22,216.6,232.5,71.4,0.152,0,0.0499,0.0441,72
ckmk_d_ict_f_n_321751,52.94,219.9,235.7,70.5,0.174,1,0.0475,0.041,75
ckmk_d_ict_f_n_321752,57.12,241.6,228.2,75.9,0.118,0,0.0507,0.0376,82
ckmk_d_ict_f_n_321953,116.87,240.8,223.5,69.5,0.243,7,0.0428,0.0382,65
ckmk_d_ict_f_n_321954,116.31,230.6,217.6,70.5,0.287,10,0.0406,0.0386,72
ckmk_d_ict_f_n_321956,116.22,230.8,225.1,67.3,0.264,8,0.0431,0.0402,73
ckmk_d_ict_f_n_321957,117.18,240.7,228.1,70.6,0.272,12,0.0453,0.0442,75
ckmk_d_ict_f_n_321959,115.42,242.8,223.5,67.7,0.239,9,0.0439,0.0393,65
ckmk_d_ict_f_n_321960,117.2,235.5,228.2,71.1,0.258,8,0.0441,0.0404,70
ckmk_d_ict_f_n_321961,116.6,248.5,220.1,59.4,0.237,5,0.048,0.0397,70
ckmk_d_ict_f_n_323513,92.4,199.4,210.6,61.9,0.182,1,0.0545,0.0446,72
ckmk_d_ict_f_n_323514,63.26,211.5,203.4,63.0,0.182,1,0.051,0.0417,73
ckmk_d_ict_f_n_323515,76.84,187.4,216.0,67.6,0.242,4,0.0491,0.0465,65
ckmk_d_ict_f_n_323516,58.2,176.3,210.5,65.5,0.223,1,0.0466,0.0423,70
ckmk_d_ict_f_n_323517,45.13,154.2,220.9,68.2,0.231,1,0.05,0.0483,70
ckmk_d_ict_f_n_323518,63.83,180.5,227.3,75.2,0.25,3,0.0504,0.0509,63
ckmk_d_ict_f_n_328164,118.86,176.2,250.8,129.1,0.353,13,0.041,0.046,70
ckmk_d_ict_f_n_328165,121.06,198.7,215.4,114.1,0.332,14,0.0413,0.0458,75
ckmk_d_ict_f_n_328166,120.86,198.6,233.0,119.6,0.322,13,0.0432,0.0479,65
ckmk_d_ict_f_n_328169,118.72,207.2,264.6,122.1,0.305,11,0.0422,0.0473,72
ckmk_d_ict_f_n_328170,120.1,211.3,270.4,118.3,0.296,10,0.0424,0.0447,72
ckmk_d_ict_f_n_328171,119.02,188.0,255.4,134.0,0.331,7,0.0407,0.0452,62
ckmk_d_ict_f_n_328172,119.78,212.9,296.7,134.1,0.281,9,0.0421,0.0452,62
ckmk_d_ict_f_n_328294,115.94,188.9,317.4,146.7,0.4,13,0.0357,0.0435,65
ckmk_d_ict_f_n_328295,121.26,209.3,313.0,140.4,0.349,10,0.0382,0.0438,72
ckmk_d_ict_f_n_328296,120.79,240.4,271.7,115.0,0.252,6,0.0455,0.0446,65
ckmk_d_ict_f_n_328297,120.03,185.0,297.2,127.9,0.367,16,0.0404,0.0482,72
ckmk_d_ict_f_n_328299,121.4,185.8,280.9,120.4,0.352,14,0.0392,0.0473,62
ckmk_d_ict_f_n_328300,118.06,213.5,274.7,108.6,0.274,7,0.0482,0.048,62
ckmk_d_ict_f_n_328301,120.46,211.2,277.7,112.1,0.259,6,0.0462,0.049,72
ckmk_d_ict_f_n_328443,120.45,236.1,272.6,109.7,0.279,12,0.047,0.0484,72
ckmk_d_ict_f_n_328444,119.8,238.9,257.7,104.0,0.222,6,0.0465,0.0471,65
ckmk_d_ict_f_n_328445,120.82,179.8,285.9,126.0,0.36,12,0.0387,0.0473,65
ckmk_d_ict_f_n_328446,120.32,202.5,276.0,141.7,0.312,9,0.0413,0.0451,72
ckmk_d_ict_f_n_328447,121.06,227.0,264.3,144.9,0.345,10,0.0401,0.0455,65
ckmk_d_ict_f_n_328448,119.2,226.0,270.1,131.4,0.255,7,0.0447,0.0456,63
ckmk_d_ict_f_n_328449,119.9,190.7,274.7,149.6,0.378,12,0.0372,0.0451,65
ckmk_d_ict_f_n_328450,120.79,222.5,267.1,131.2,0.27,9,0.0446,0.0459,63
ckmk_d_ict_f_n_328451,119.72,248.6,268.2,126.6,0.246,8,0.043,0.0417,76
ckmk_d_ict_f_n_328452,117.67,237.1,276.4,132.3,0.256,8,0.045,0.0469,72
ckmk_d_ict_f_n_329003,119.84,210.8,228.8,113.3,0.303,9,0.049,0.0507,65
ckmk_d_ict_f_n_329004,121.28,250.8,231.9,101.1,0.206,3,0.0523,0.0474,73
ckmk_d_ict_f_n_329007,120.2,245.6,272.0,119.9,0.177,2,0.0512,0.0459,70
ckmk_d_ict_f_n_329008,120.6,257.2,269.7,121.6,0.197,4,0.0471,0.0436,65
ckmk_d_ict_f_n_329010,120.62,283.0,272.7,115.4,0.165,5,0.0502,0.0423,72
ckmk_d_ict_f_n_329011,120.66,259.1,291.5,121.8,0.209,5,0.0508,0.0491,67
ckmk_d_ict_f_n_329012,115.92,249.0,287.0,122.9,0.189,7,0.0471,0.0458,65
ckmk_d_ict_f_n_329073,116.14,215.4,219.1,76.6,0.317,13,0.0428,0.0441,67
ckmk_d_ict_f_n_329074,115.71,226.1,224.4,68.3,0.298,11,0.0409,0.0415,65
ckmk_d_ict_f_n_329075,115.77,222.9,232.2,69.8,0.269,8,0.0432,0.0401,65
ckmk_d_ict_f_n_329076,118.02,223.7,222.7,66.3,0.245,5,0.0423,0.0386,64
ckmk_d_ict_f_n_329077,117.14,226.4,218.1,63.0,0.271,10,0.0386,0.0352,67
ckmk_d_ict_f_n_329078,115.53,233.2,222.9,65.1,0.234,6,0.0444,0.04,70
ckmk_d_ict_f_n_329079,119.48,223.5,217.7,63.4,0.296,9,0.0427,0.0458,75
ckmk_d_ict_f_n_329080,116.14,222.1,220.4,57.4,0.263,10,0.0442,0.0432,75
ckmk_d_ict_f_n_329081,118.56,222.2,214.0,61.9,0.282,9,0.0402,0.0381,72
ckmk_d_ict_f_n_329484,72.3,281.3,213.6,77.6,0.152,0,0.0511,0.0425,65
ckmk_d_ict_f_n_329485,59.3,271.2,203.2,74.6,0.127,0,0.0504,0.0399,75
ckmk_d_ict_f_n_329486,71.06,308.2,215.9,73.6,0.094,0,0.0605,0.0445,75
ckmk_d_ict_f_n_329487,66.14,268.5,205.9,72.3,0.19,2,0.0474,0.0411,62
ckmk_d_ict_f_n_329488,77.97,300.9,203.9,74.1,0.129,0,0.0566,0.0425,72
ckmk_d_ict_f_n_329489,73.24,312.9,204.6,69.0,0.104,1,0.057,0.0424,65
ckmk_d_ict_f_n_329490,59.12,275.0,200.1,66.6,0.132,0,0.0511,0.0393,72
ckmk_d_ict_f_n_329491,81.84,269.1,199.8,67.1,0.118,0,0.0545,0.0433,78
ckmk_d_ict_f_n_330423,119.44,191.4,262.0,136.6,0.356,15,0.038,0.0413,72
ckmk_d_ict_f_n_330424,120.92,196.0,260.3,125.1,0.305,12,0.0451,0.0481,65
ckmk_d_ict_f_n_330425,115.88,232.0,267.1,115.6,0.268,8,0.0464,0.048,64
ckmk_d_ict_f_n_330426,121.3,243.4,250.7,108.6,0.215,4,0.0501,0.0473,74
ckmk_d_ict_f_n_330427,120.56,220.5,263.5,120.9,0.295,11,0.0468,0.0492,72
ckmk_d_ict_f_n_330428,119.68,211.6,251.4,120.5,0.267,7,0.0451,0.046,73
ckmk_d_ict_f_n_330429,121.16,253.5,247.8,125.5,0.223,7,0.0489,0.0482,65
ckmk_d_ict_f_n_330430,121.11,210.1,257.4,130.3,0.265,7,0.0465,0.0472,65
ckmk_d_ict_f_n_330431,120.9,262.0,247.9,113.6,0.2,4,0.0466,0.0425,75
ckmk_d_ict_f_n_330432,121.14,240.2,249.3,112.3,0.253,8,0.0462,0.0468,76
ckmk_d_ict_f_n_330573,118.52,224.3,258.8,111.3,0.233,6,0.0462,0.0466,73
ckmk_d_ict_f_n_330574,120.5,209.6,262.8,117.4,0.294,11,0.0446,0.0489,65
ckmk_d_ict_f_n_330575,120.98,234.6,254.3,104.4,0.267,12,0.045,0.0485,60
ckmk_d_ict_f_n_330576,120.06,251.9,253.8,101.2,0.244,7,0.0508,0.0498,75
ckmk_d_ict_f_n_330577,121.08,262.6,256.8,101.1,0.219,7,0.049,0.0471,72
ckmk_d_ict_f_n_330580,120.12,213.8,263.9,105.7,0.26,10,0.0457,0.0485,73
ckmk_d_ict_f_n_330581,120.38,224.8,263.1,109.4,0.235,9,0.0479,0.0488,65
ckmk_d_ict_f_n_330582,121.02,237.0,258.2,117.5,0.187,5,0.0493,0.0452,70
ckmk_d_ict_f_n_332133,87.26,262.0,189.1,64.3,0.186,3,0.0531,0.0458,67
ckmk_d_ict_f_n_332134,68.33,226.5,201.9,71.3,0.156,1,0.0532,0.0442,65
ckmk_d_ict_f_n_332135,71.76,323.6,200.7,60.3,0.122,1,0.0572,0.0429,67
ckmk_d_ict_f_n_332136,76.05,296.6,197.0,66.2,0.111,1,0.0554,0.0422,62
ckmk_d_ict_f_n_335023,61.42,281.3,185.3,61.8,0.122,0,0.0512,0.0399,70
ckmk_d_ict_f_n_335024,68.23,278.8,204.6,81.4,0.155,0,0.0513,0.0437,72
ckmk_d_ict_f_n_335025,80.31,279.4,212.5,79.7,0.136,1,0.0555,0.045,65
ckmk_d_ict_f_n_335026,87.11,289.3,221.9,83.6,0.129,0,0.0543,0.0428,67
ckmk_d_ict_f_n_335027,77.26,252.4,203.5,82.8,0.167,1,0.0494,0.0426,65
ckmk_d_ict_f_n_335028,81.28,291.6,202.6,77.7,0.101,0,0.0562,0.0428,75
ckmk_d_ict_f_n_335029,87.32,293.4,201.4,76.3,0.116,0,0.0565,0.044,65
ckmk_d_ict_f_n_335030,102.78,258.0,199.3,74.5,0.152,2,0.0505,0.0433,65
ckmk_d_ict_f_n_335031,67.88,258.1,196.0,70.6,0.157,1,0.0525,0.043,72
ckmk_d_ict_f_n_335032,47.24,288.3,199.8,73.0,0.097,0,0.0485,0.037,65
ckmk_d_ict_f_n_336243,104.16,280.5,222.1,71.5,0.179,6,0.0521,0.0412,65
ckmk_d_ict_f_n_336244,103.32,267.7,221.6,67.6,0.159,7,0.052,0.0394,70
ckmk_d_ict_f_n_336245,113.86,281.9,221.1,69.1,0.167,6,0.0516,0.042,65
ckmk_d_ict_f_n_336246,103.74,290.3,224.4,71.0,0.147,3,0.0525,0.0401,73
ckmk_d_ict_f_n_336248,98.36,262.9,225.8,74.2,0.186,4,0.048,0.0388,65
ckmk_d_ict_f_n_336249,108.67,283.8,217.5,68.6,0.163,4,0.052,0.0424,72
ckmk_d_ict_f_n_336251,117.0,284.1,223.6,71.9,0.166,7,0.0504,0.0391,74
ckmk_d_ict_f_n_336252,99.74,282.1,229.3,74.5,0.169,5,0.0523,0.0445,67
ckmk_d_ict_f_n_336333,92.22,267.4,224.0,74.9,0.193,4,0.0506,0.0414,72
ckmk_d_ict_f_n_336336,100.44,286.7,222.6,66.4,0.162,6,0.0522,0.0428,64
ckmk_d_ict_f_n_336337,107.63,288.8,225.1,70.7,0.145,3,0.0564,0.0437,72
ckmk_d_ict_f_n_336338,106.4,294.4,230.0,70.0,0.178,6,0.0533,0.0481,65
ckmk_d_ict_f_n_336340,96.55,295.2,228.6,74.1,0.153,2,0.0589,0.0474,70
ckmk_d_ict_f_n_336341,102.96,300.1,219.8,68.5,0.167,5,0.0514,0.0434,64
ckmk_d_ict_f_n_336342,104.7,282.5,226.1,74.8,0.162,3,0.0525,0.0418,65
ckmk_d_ict_f_n_336493,116.38,255.7,200.4,84.6,0.101,0,0.0468,0.0342,62
ckmk_d_ict_f_n_336494,119.78,234.9,198.9,78.1,0.101,1,0.0443,0.0341,72
ckmk_d_ict_f_n_336496,118.18,251.8,194.9,80.5,0.098,0,0.0498,0.0356,70
ckmk_d_ict_f_n_336498,119.83,246.8,199.1,85.4,0.092,0,0.0436,0.032,63
ckmk_d_ict_f_n_336499,116.14,228.9,194.9,80.5,0.116,0,0.0457,0.0359,64
ckmk_d_ict_f_n_336500,114.68,220.8,199.1,80.4,0.133,0,0.045,0.0363,70
ckmk_d_ict_f_n_341283,103.18,304.1,189.5,66.5,0.132,1,0.0553,0.0456,75
ckmk_d_ict_f_n_341284,85.87,288.6,193.7,74.3,0.167,0,0.0506,0.0456,65
ckmk_d_ict_f_n_341286,96.86,281.9,204.8,69.4,0.131,1,0.0529,0.0452,67
ckmk_d_ict_f_n_341287,79.12,315.5,199.8,67.9,0.138,1,0.0533,0.0434,72
ckmk_d_ict_f_n_341289,95.24,310.0,188.3,68.0,0.093,1,0.0588,0.0439,73
ckmk_d_ict_f_n_341291,77.38,271.4,202.7,73.8,0.15,1,0.0534,0.0448,64
ckmk_d_ict_f_n_341383,118.34,266.7,223.8,70.5,0.114,1,0.0533,0.0406,72
ckmk_d_ict_f_n_341384,120.29,266.4,220.2,70.4,0.092,2,0.0546,0.0383,75
ckmk_d_ict_f_n_341385,119.88,281.3,226.0,73.2,0.091,0,0.0543,0.0404,72
ckmk_d_ict_f_n_341386,116.46,277.2,221.2,70.4,0.102,1,0.0505,0.0369,65
ckmk_d_ict_f_n_341390,116.24,284.4,232.9,72.8,0.092,1,0.0515,0.0384,65
ckmk_d_ict_f_n_341391,116.18,291.3,235.9,75.5,0.062,0,0.0542,0.0377,72
ckmk_d_ict_f_n_341392,119.34,286.6,230.1,73.6,0.09,1,0.0544,0.0386,65
ckmk_d_ict_f_n_342303,119.76,225.5,275.6,106.7,0.261,7,0.0483,0.0478,72
ckmk_d_ict_f_n_342304,119.34,267.0,267.9,92.2,0.162,2,0.0555,0.0481,74
ckmk_d_ict_f_n_342305,117.16,197.2,255.4,128.3,0.294,11,0.0499,0.0538,62
ckmk_d_ict_f_n_342306,121.24,207.4,276.7,129.4,0.275,9,0.0451,0.046,65
ckmk_d_ict_f_n_342308,121.36,241.8,247.5,112.4,0.228,6,0.0508,0.0481,65
ckmk_d_ict_f_n_342309,121.22,258.9,261.5,121.3,0.256,6,0.0485,0.0501,75
ckmk_d_ict_f_n_342311,120.92,220.3,258.2,120.3,0.278,10,0.0452,0.0489,65
